major1,major2,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,survey_city,survey_company,survey_deptfunc,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
Finance,Business Analytics,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Arts Related,No Minor,White,Male,3.00 - 3.49,202120,Columbus,Trig Inc.,Unknown,1,accepted fulltime job,None,None,40000.0,OH
Business Economics,none,Political Science,Political Science,White,Male,3.00 - 3.49,201920,Lake Forest,WW Grainger,Finance,2,accepted fulltime job,Yes,Yes,65000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Boston,Procursys,Unknown,1,accepted fulltime job,Yes,Yes,58120.19679571174,MA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Multi Racial,Male,2.00 - 2.49,202120,Marysville,Honda,Unknown,0,accepted fulltime job,Yes,Yes,49920.0,OH
Marketing,none,Supply Chain Management,No Minor,White,Female,3.50 - 4.00,201920,Chicago,news america Marketing,Marketing / Sales,3,accepted fulltime job,Yes,Yes,50000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Indianapolis,DHL Supply Chain,Unknown,0,accepted fulltime job,Yes,No,55000.0,IN
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.00 - 3.49,202120,Eatontown,CDW,Marketing / Sales,1,accepted fulltime job,No,Yes,30000.0,NJ
Business Economics,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,Toledo,PwC,IT Assurance / IT Audit,1,accepted fulltime job,Yes,Yes,55000.0,OH
Supply Chain & Operations Mgmt,none,Information Systems,No Minor,White,Male,3.00 - 3.49,202020,Columbus,DHL,Logistics / Supply Chain Operations / Procurement,1,accepted fulltime job,Yes,Yes,52500.0,OH
Accountancy,Supply Chain & Operations Mgmt,No Minor,No Minor,Multi Racial,Male,3.00 - 3.49,202120,Schaumburg,RSM,Accounting Consulting,1,accepted fulltime job,Yes,Yes,62500.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Carmel,Dauby O'Connor & Zaleski,Accounting,2,accepted fulltime job,Yes,Yes,57500.0,IN
Supply Chain & Operations Mgmt,none,Entrepreneurship,No Minor,Black or African American,Female,3.50 - 4.00,202020,Minneapolis,Electronic Performance Systems,Unknown,None,accepted fulltime job,None,None,58120.19679571174,MN
Finance,none,Accountancy,No Minor,White,Male,3.50 - 4.00,202020,Chicago,William Blair & Company,Finance,1,accepted fulltime job,Yes,Yes,85000.0,IL
Business Analytics,none,Marketing,No Minor,White,Female,3.00 - 3.49,202020,Chicago,Protiviti,Unknown,None,accepted fulltime job,None,None,66500.0,IL
Accountancy,none,Information Systems,Information Systems,White,Male,3.00 - 3.49,202020,Providence,Textron,Accounting Finance,2,accepted fulltime job,Yes,No,65000.0,RI
Management and Leadership,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,BDO,Unknown,None,accepted fulltime job,None,None,50000.0,OH
Accountancy,none,Sport Management,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,BDO,Accounting,1,accepted fulltime job,Yes,Yes,50000.0,OH
Human Capital Mgmt& Leadership,none,Language,Language,White,Female,3.50 - 4.00,202120,New York City,Fiserv,Human Resources,1,accepted fulltime job,Yes,Yes,70000.0,NY
Management and Leadership,none,Marketing,Marketing,White,Female,3.00 - 3.49,202020,Chicago,Blue Cross Blue Shield,Marketing / Sales,0,accepted fulltime job,Yes,Yes,50000.0,IL
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Columbus,Worthington Industries,Marketing/Sales,3,accepted fulltime job,Yes,Yes,44000.0,OH
Supply Chain & Operations Mgmt,none,Marketing,No Minor,Multi Racial,Male,3.00 - 3.49,201920,Cincinnati,Dover,Logistics / Supply Chain,4,accepted fulltime job,Yes,Yes,62000.0,OH
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Columbus,Ineos Composites,Finance General Management Operations / Procurement,2,accepted fulltime job,Yes,Yes,63000.0,OH
Finance,none,Engineering/Science,No Minor,Multi Racial,Male,3.00 - 3.49,202020,Cleveland,Charles Schwab,Finance Information Technology,1,accepted fulltime job,Yes,Yes,60000.0,OH
Business Economics,none,International Business,International Business,White,Female,3.50 - 4.00,201920,Columbus,J.P. Morgan,Finance,2,accepted fulltime job,Yes,Yes,55000.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Schaumburg,Plante Moran,Unknown,2,accepted fulltime job,Yes,Yes,65000.0,IL
Management and Leadership,Marketing,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Irving,AT&T,Marketing / Sales,1,accepted fulltime job,Yes,No,50000.0,TX
Supply Chain & Operations Mgmt,none,Information Systems,Information Systems,White,Male,3.50 - 4.00,201920,Solon,Swagelok Company,"Logistics / Supply Chain
 Operations / Procurement",2,accepted fulltime job,Yes,Yes,53500.0,OH
Management and Leadership,none,No Minor,No Minor,Black or African American,Male,2.50 - 2.99,202020,New York City,EY,Consulting,1,accepted fulltime job,Yes,Yes,72500.0,NY
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chesterfield,Reinsurance Group of America,Unknown,1,accepted fulltime job,Yes,Yes,58120.19679571174,MO
Marketing,none,No Minor,No Minor,White,Female,2.50 - 2.99,202020,Chicago,Naked Lime,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Marketing,none,Humanities,Humanities,White,Female,3.00 - 3.49,202120,Columbus,Lower,Unknown,1,accepted fulltime job,No,Yes,40000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Chicago,Fifth Third Bank,Unknown,3,accepted fulltime job,None,None,63000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Detroit,EY,Accounting,1,accepted fulltime job,Yes,Yes,58000.0,MI
Supply Chain & Operations Mgmt,none,No Minor,No Minor,Hispanic/Latino,Male,3.00 - 3.49,201920,Cincinnati,Fifth Third Bank,Operations / Procurement,2,accepted fulltime job,Yes,Yes,58120.19679571174,OH
Marketing,none,Supply Chain Management,Supply Chain Management,Hispanic/Latino,Female,3.50 - 4.00,202120,Chicago,PepsiCo,Unknown,0,accepted fulltime job,No,Yes,65000.0,IL
Marketing,none,Media Related,No Minor,White,Female,3.50 - 4.00,202120,Columbus,Bath and Body Works,Unknown,None,accepted fulltime job,None,None,60000.0,OH
Finance,none,Economics,No Minor,White,Male,3.00 - 3.49,201920,Chicago,TransPerfect Legal Solutions,Unknown,None,accepted fulltime job,None,None,40000.0,IL
Information Systems,Supply Chain & Operations Mgmt,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,201920,Rockford,Emerson,Operations / Procurement,2,accepted fulltime job,Yes,Yes,62000.0,IL
Supply Chain & Operations Mgmt,none,Sport Management,No Minor,White,Male,3.00 - 3.49,202110,Columbus,"TS Tech Americas, Inc.",Operations / Procurement,2,accepted fulltime job,Yes,Yes,50000.0,OH
Marketing,none,Humanities,Humanities,Multi Racial,Female,3.00 - 3.49,202120,Chicago,MoLo Solutions,Unknown,1,accepted fulltime job,None,None,45000.0,IL
Accountancy,none,Information Systems,Information Systems,White,Male,3.50 - 4.00,202020,Cincinnati,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,53000.0,OH
Finance,none,Accountancy,Accountancy,White,Male,3.00 - 3.49,202120,Milwaukee,Kohl's,Accounting Analytics Finance,2,accepted fulltime job,Yes,Yes,55000.0,WI
Finance,none,Humanities,Humanities,White,Male,2.50 - 2.99,202120,Columbus,Group Management Solutions,Unknown,3,accepted fulltime job,Yes,Yes,45000.0,OH
Finance,none,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,201920,Mentor,Avery Dennison,Finance,1,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Humanities,No Minor,White,Male,2.50 - 2.99,201920,Westerville,Edward Jones,Finance,6,accepted fulltime job,Yes,Yes,45000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Medline Industries Inc.,Logistics / Supply Chain,2,accepted fulltime job,Yes,Yes,62000.0,IL
Information Systems,none,No Minor,No Minor,White,Female,3.00 - 3.49,202120,Columbus,CGI,Consulting Information Technology,1,accepted fulltime job,Yes,Yes,67500.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Chicago,Invenergy,Other: Project Development,2,accepted fulltime job,Yes,Yes,35360.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Boston,"Allegion, PLC",Unknown,None,accepted fulltime job,None,None,58120.19679571174,MA
Marketing,none,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,201920,Milwaukwee,FIS Global,Marketing / Sales,1,accepted fulltime job,Yes,Yes,50000.0,WI
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Webberville,ALDI,Finance,3,accepted fulltime job,No,Yes,80000.0,MI
Business Economics,none,Language,Language,White,Male,3.50 - 4.00,202120,Cincinnati,84.51,Analytics Consulting,1,accepted fulltime job,Yes,Yes,67000.0,OH
Information Systems,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Columbus,DHL Supply Chain,"Analytics
 IT Assurance / IT Audit
 Logistics / Supply Chain
 Information Technology",2,accepted fulltime job,Yes,Yes,58500.0,OH
Information Systems,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,72000.0,IL
Marketing,none,Entrepreneurship,No Minor,Unknown,Female,3.00 - 3.49,202120,Chicago,Salesforce,Marketing / Sales,4,accepted fulltime job,Yes,Yes,61000.0,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Cleveland,EY,Accounting,2,accepted fulltime job,Yes,Yes,53000.0,OH
Finance,none,Business Analytics,No Minor,White,Male,3.50 - 4.00,202020,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Arts Related,Arts Related,Asian,Female,3.00 - 3.49,202020,Columbus,Bath & Body Works,Advertising / Public Relations Analytics Marketing / Sales,1,accepted fulltime job,Yes,Yes,60000.0,OH
Marketing,none,No Minor,No Minor,Hispanic/Latino,Female,3.00 - 3.49,202020,Dublin,IGS Energy,Marketing / Sales,1,accepted fulltime job,Yes,Yes,55000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Phoneix,Cubex,Logistics/Supply Chain,None,accepted fulltime job,Yes,Yes,58120.19679571174,AZ
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Cincinnati,Northwestern Mutual,Unknown,1,accepted fulltime job,None,None,58120.19679571174,OH
Accountancy,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,BDO,Accounting,1,accepted fulltime job,Yes,Yes,56000.0,OH
Finance,none,Business Analytics,Business Analytics,Hispanic/Latino,Male,3.00 - 3.49,202120,Cincinnati,TQL,Unknown,1,accepted fulltime job,Yes,Yes,50000.0,OH
Finance,Marketing,Arts Related,Arts Related,Hispanic/Latino,Female,3.00 - 3.49,202020,New York City,AlphaSights,Consulting Other: Information Services,3,accepted fulltime job,Yes,Yes,60000.0,NY
Business Economics,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,The Scion Group,Finance,3,accepted fulltime job,Yes,Yes,70000.0,IL
Business Economics,none,Accountancy,Accountancy,White,Female,3.50 - 4.00,201920,Mentor,Avery Dennison,"Accounting
 Finance",1,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Accountancy,Accountancy,White,Male,3.00 - 3.49,202020,Cleveland,Hanna Commercial Real Estate,Marketing / Sales,3,accepted fulltime job,Yes,Yes,24000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Dayton,Speedway,Unknown,1,accepted fulltime job,None,None,52000.0,OH
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Augusta,Textron Specialized Vehicles,Marketing / Sales,2,accepted fulltime job,Yes,Yes,52000.0,GA
Finance,none,Mangement and Leadership,Mangement and Leadership,White,Male,3.00 - 3.49,201920,Columbus,Crowe,Unknown,None,accepted fulltime job,None,None,60000.0,OH
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Chicago,Merrill Lynch,Finance,3,accepted fulltime job,Yes,Yes,55000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Far Hills,Farmer,Unknown,1,accepted fulltime job,Yes,Yes,57500.0,NJ
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Columbus,Orix Real Estate Capital,Finance,0,accepted fulltime job,Yes,Yes,65000.0,OH
Finance,none,Political Science,Political Science,White,Male,3.50 - 4.00,202120,Washington,Deloitte,Consulting,2,accepted fulltime job,Yes,Yes,71000.0,DC
Business Economics,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Chicago,CDW,Information Technology,3,accepted fulltime job,Yes,Yes,35000.0,IL
Information Systems,none,No Minor,No Minor,White,Female,2.50 - 2.99,202020,Chicago,Capgemini Invent,Consulting,1,accepted fulltime job,Yes,Yes,75000.0,IL
Marketing,none,Sport Management,No Minor,White,Female,3.00 - 3.49,202120,Charlotte,Ferguson Enterprises,Marketing / Sales,3,accepted fulltime job,No,Yes,48000.0,NC
Marketing,none,Supply Chain Management,Supply Chain Management,White,Male,3.00 - 3.49,201920,Dayton,Speedway,Marketing / Sales,1,accepted fulltime job,Yes,Yes,52000.0,OH
Human Capital Mgmt& Leadership,none,International Business,International Business,White,Female,3.50 - 4.00,202120,Boston,Analysis Group,Unknown,1,accepted fulltime job,Yes,Yes,50000.0,MA
Business Analytics,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,indianapolis,eli lilly and company,"Analytics
 Information Technology",2,accepted fulltime job,Yes,Yes,72000.0,IN
Finance,none,Economics,No Minor,White,Male,3.00 - 3.49,201920,Falmouth,Lebel & Harriman,Finance,1,accepted fulltime job,Yes,No,40000.0,ME
Business Analytics,Marketing,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Chicago,Nielsen,Analytics Consulting Marketing / Sales,3,accepted fulltime job,Yes,Yes,58000.0,IL
Marketing,none,Supply Chain Management,Supply Chain Management,Hispanic/Latino,Female,3.50 - 4.00,201920,West Chester,PepsiCo-Frito Lay,Marketing / Sales,1,accepted fulltime job,No,Yes,60000.0,OH
Marketing,none,Interactive Media Studies,No Minor,White,Male,3.00 - 3.49,202020,Oakland,Nestle,Marketing / Sales,3,accepted fulltime job,Yes,Yes,60000.0,CA
Information Systems,none,Engineering/Science,No Minor,White,Female,3.00 - 3.49,202020,Cincinnati,Deloitte Consulting,Consulting,2,accepted fulltime job,Yes,No,80000.0,OH
Accountancy,none,Economics,Economics,White,Female,3.50 - 4.00,202020,Chicago,KPMG,Accounting Analytics Consulting,1,accepted fulltime job,Yes,Yes,72000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Chicago,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,IL
Business Economics,none,No Minor,No Minor,White,Female,2.50 - 2.99,201920,Indianapolis,PNC Financial Services,"Accounting
 Consulting
 Finance",1,accepted fulltime job,Yes,Yes,60000.0,IN
Human Capital Mgmt& Leadership,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Wilmington,Textron Systems,Human Resources,1,accepted fulltime job,Yes,Yes,58000.0,MA
Accountancy,none,Language,No Minor,Hispanic/Latino,Male,3.00 - 3.49,202120,Chicago,EY,Accounting,3,accepted fulltime job,Yes,Yes,62000.0,IL
Accountancy,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Chicago,RSM,Accounting,1,accepted fulltime job,Yes,Yes,62500.0,IL
Marketing,none,No Minor,No Minor,White,Male,2.50 - 2.99,202020,Chicago,Unknown,Marketing / Sales Entrepreneur / Founder,0,accepted fulltime job,Yes,Yes,58120.19679571174,IL
Finance,none,International Business,International Business,White,Female,3.00 - 3.49,202120,Chicago,Deloitte,Finance,2,accepted fulltime job,Yes,Yes,70000.0,IL
Marketing,none,Language,Language,White,Female,3.50 - 4.00,202120,Chicago,Coyote Logistics,Marketing / Sales,1,accepted fulltime job,Yes,Yes,45000.0,IL
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Cleveland,KeyBanc Capital Markets,Finance,2,accepted fulltime job,Yes,Yes,75000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Shelton,Barnum,Unknown,3,accepted fulltime job,Yes,Yes,58120.19679571174,CT
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Boston,Liberty Mutual,"Analytics
 Human Resources",1,accepted fulltime job,Yes,Yes,64000.0,MA
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Indianapolis,OneCause - Orr Fellowship,Marketing / Sales,2,accepted fulltime job,Yes,Yes,50000.0,IN
Human Capital Mgmt& Leadership,none,Humanities,Humanities,Black or African American,Female,3.00 - 3.49,202120,Hunt Valley,Textron Systems,General Management,1,accepted fulltime job,Yes,Yes,58000.0,MD
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,201920,Cincinnati,Cedar Fair Entertainment Company,Unknown,0,accepted fulltime job,None,None,45000.0,OH
Accountancy,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,201920,New York City,Pricewaterhouse Coopers,"Accounting
 Analytics
 Consulting
 IT Assurance / IT Audit",1,accepted fulltime job,Yes,Yes,63000.0,NY
Marketing,none,Humanities,No Minor,White,Male,3.50 - 4.00,201920,Rosemont,The NPD Group,Unknown,0,accepted fulltime job,None,None,55000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Peoria,Caterpillar,Consulting Marketing / Sales,2,accepted fulltime job,Yes,No,69000.0,IL
Marketing,none,Interactive Media Studies,Interactive Media Studies,Asian,Male,3.50 - 4.00,201920,Chicago,West Monroe Partners,Consulting,1,accepted fulltime job,Yes,Yes,70000.0,IL
Business Economics,Business Analytics,Political Science,Political Science,Asian,Female,3.50 - 4.00,201920,Columbus,JP Morgan and Chase,"Analytics
 Finance",2,accepted fulltime job,Yes,Yes,57000.0,OH
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Cincinnati,MarketVision,Marketing / Sales,2,accepted fulltime job,Yes,Yes,54000.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Oracle NetSuite,Marketing / Sales,3,accepted fulltime job,Yes,Yes,50000.0,IL
Marketing,none,No Minor,No Minor,Asian,Female,3.50 - 4.00,201920,Orlando,Disney,Other: merchandise,1,accepted fulltime job,Yes,Yes,20800.0,FL
Marketing,none,Business Analytics,Business Analytics,Asian,Female,2.50 - 2.99,201920,Chicago,Capgemini,"Analytics
 Consulting",1,accepted fulltime job,Yes,Yes,66000.0,IL
Information Systems,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Indianapolis,Eli Lilly and Company,Analytics Information Technology,1,accepted fulltime job,Yes,Yes,72000.0,IN
Accountancy,none,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202020,Tyson,EY,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,VA
Marketing,none,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,202020,Austin,Dell Technologies,Marketing / Sales,1,accepted fulltime job,Yes,Yes,58500.0,TX
Information Systems,none,Language,Language,White,Female,3.00 - 3.49,202120,Fairfield,Cincinnati Insurance,Information Technology,1,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,Cincinnati,Fourth Street Performance Partners,Finance,2,accepted fulltime job,Yes,Yes,47000.0,OH
Accountancy,none,No Minor,No Minor,Multi Racial,Male,3.00 - 3.49,202020,Chicago,RSM,Accounting,1,accepted fulltime job,Yes,Yes,62500.0,IL
Accountancy,Finance,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202020,Chicago,EY,Consulting Finance,1,accepted fulltime job,Yes,Yes,68000.0,IL
